pm_id,method_type,method_hash,card_network
27e8e52f-9a3d-4ca6-9516-c29468a590bb,upi,f2ccb87e513a5b25,Mastercard
1f44cbc8-6bcf-4fee-9a8f-c3876f20377f,card,93452b3572eb498a,Amex
5f0215cb-cd89-4baa-8498-7a52020da9a7,upi,5900b21c418f0896,Mastercard
a0e5b149-b881-4313-98b5-f8f7de72d116,upi,5bb29a3a72525602,Visa
217415f1-f94c-4f78-b9ea-21584944d0cd,netbanking,491f918004f6387a,Mastercard
09c14643-f5a7-4d4e-8b5c-e53f24ea46d2,card,9f9d09077849cc30,Mastercard
0ec38c1a-45c0-4b74-8901-65a53d8efce3,card,9d538bb9a08309bd,Amex
5f68aa27-97b6-4657-b529-d6a069b3eb18,upi,0477cacfca369a38,Amex
28f1003d-558d-4439-be97-535b28caaedd,card,0947d8b0493e0792,Visa
1283bf4c-7a69-4b53-bf42-98874fd1ec76,card,affaab53c464e162,Visa
862f3969-469d-4f55-b62d-a15c63f31acc,card,c080b68680903e9c,RuPay
7b42caf6-0995-45fa-91b4-920c7d23d367,upi,e22dff842db135d7,RuPay
0eac77a5-3301-4d83-b58f-9b4c8160b3cb,card,4e4cdffbef153232,RuPay
190ee73d-3d54-4ff8-b8ec-7de727c6a82f,upi,000cd1758ea8b483,Mastercard
0e5d537e-1844-4fa6-9ade-34150f68bd88,netbanking,56581abbc522d815,Amex
bdfb60ee-ed39-49f1-9a37-1bc59a7da12a,upi,3dd682301c3c2bec,Mastercard
b38ea731-618d-4822-8f7a-25170268023f,card,faf3aa65c03efb1a,Mastercard
be51cfe5-7e9e-4171-ac64-8692c7d57101,card,f91a00f392aee010,Mastercard
fbf4c57b-c05e-45f7-b270-29ad5865fdd3,card,c0f02132558aa719,Amex
c206acc6-b9cb-432d-b609-2872f8351f73,upi,da749e15c1e65e16,Mastercard
350358bf-e4ab-479e-84ec-c41c7c155663,upi,1e264d9e2380aed7,RuPay
c007489c-f24b-4dea-b097-c11afb57835e,card,7090c9e24815f3f8,Amex
200c87a5-f6fd-45b8-abc6-b413af7a575a,card,0a50ce44d97c2176,Visa
3157c4e9-9ea7-4e6a-8a94-797592a9bcd9,card,e7e1a999f6fd0430,RuPay
c95f6bee-42a4-4870-82ed-ea8b9a4d33d6,card,74a6129452ecfce6,RuPay
f5918bfa-bd51-4581-ad4d-54eb6f3156dd,wallet,291ef99e23caaf9d,Amex
5329b017-3d31-41a8-8d20-ee0b368a740d,card,1a477c4734c0b8a2,Visa
bc1fa204-0b7b-40ba-99b2-4c7ae4859758,card,ac37851f49a77769,RuPay
a416a24b-848d-4962-9e64-20a487c54d36,card,f2105b3e6ba4a06e,Amex
715615ad-0c84-4f69-8973-e9a7aaaf26b8,card,838426334709bccb,Mastercard
9e2dfcbf-1e7d-460e-b5b3-fef35a4115dc,card,b1b2bd628887df14,RuPay
9f6c7d0c-32d1-4572-ae2e-782fb87883fc,upi,b734429c25ea00a3,Mastercard
ac2d8b03-4c7b-444a-9c5a-c7af7eadce6e,card,a9e5d8c352194d5e,RuPay
21f1f2b9-cec1-4d68-a9ad-6f62b7e5c4d0,card,468d969b0e4a0617,Mastercard
24caaf11-b894-4a9a-bd65-72b8d0320c2a,upi,9dd81b8624b4e7f6,Visa
a27c8627-de98-41a0-a7d2-d9b15d396479,upi,60cad07bd6fc1692,Amex
f9ff52e8-2a4e-4b3f-aa3a-e75da1b0a004,card,a5902659076d2596,Visa
ce440647-456e-4241-8d1a-371727aeca8c,netbanking,32cd230bd8acecd5,Visa
d912ecd1-16db-4324-9103-298b24edfbc6,card,58aee29ac0ae970f,Amex
c214d7e3-0e83-4753-87aa-dee0945f5837,wallet,cc3f0aa98e24c199,Amex
d8468223-cb67-483d-8df6-8a9c29b37968,wallet,952bc6a737f4f876,RuPay
1c718c33-f2a9-453b-82d0-128127f9b11c,upi,2e6e2d2950638d79,RuPay
e247c190-f7d8-47e0-bcdc-ad3498555b72,card,fc68dc36f5c7ce76,Mastercard
1334de15-d226-4c66-8cb3-4b6f2925b6e4,netbanking,5e2187255da5947f,RuPay
b60d9cdf-9bed-464a-8cd1-b572f46194d4,card,e181e0a850813c1b,RuPay
2615d4a1-0cea-42b6-8460-3068c22f3de5,card,03b4953e3e9b493b,RuPay
5ef0069b-8798-4f88-948c-360a46827c35,upi,a5ea78385da6d659,RuPay
2d48387e-2133-4336-8431-6351f1b69496,upi,49e268550677d03f,RuPay
693ed533-6164-4fd2-83b9-aad46dc9bc15,netbanking,d34bf7309cb5e016,Amex
f3b24618-c173-4172-9627-2255aa63fea1,upi,9f23f530ac25b20a,RuPay
a327eac8-029e-4348-a341-609a5693b418,netbanking,fe8d39ed8ccb8402,Mastercard
b0de3d60-6c85-4e18-87e4-ff418e769868,upi,4e611236eb19eea6,RuPay
946f4c21-2e62-4403-895c-7a1796de2f76,upi,ed6200a7b3fcdac4,Visa
2c2658fa-d8fb-4803-9a7f-e81da1364eef,upi,91af65b721b2ee6d,Visa
36ce4c6f-9eff-4fd0-8901-9c3335ea1fb9,wallet,53eee1d74560c970,Amex
7dc50ed5-a218-4b8f-9785-eb41c5874362,wallet,1f0cc80d7328db39,RuPay
6f7fc30f-94e4-4dbd-88cb-a942e26253eb,netbanking,f99d018551dcd318,Visa
0e49d289-4aac-4ef5-a371-f2e23f26de04,netbanking,1d9bb35616987871,Mastercard
8ef6370e-b03f-4c89-9f47-cdf15b8dba11,upi,17401652f4419d6a,Amex
6d459b5c-f17f-42e5-a9bc-3df60d5244ac,card,8f619489da9bbd90,RuPay
04fd6607-d653-4a18-b1ab-ed0430e5d4be,netbanking,abf62ccc3c94721d,Amex
cb62e746-cf0e-4dbf-8d4d-cc199345afc1,card,62d9e3251e4a02ff,RuPay
9f79f078-61d4-4ca2-8780-f540fff94fce,card,22d8475039e3827e,Visa
217cd375-0f94-45a3-bb8d-da87e2f907c4,upi,3e083508dd551057,Visa
b07a6c1d-ba53-4e59-add7-41154c7386fc,upi,baa45e4a0d7a8535,Visa
5f085521-6ebe-41ba-a208-8097b2c5e69f,upi,3615314c3b9799c3,RuPay
81f51157-fb78-4e00-b209-fda051b990e8,card,d03381cdfa012fc6,Amex
cd072095-4d9c-4ca4-920f-b3ae3580e46e,card,c0e7529abecfb3f8,Mastercard
ad7f1b01-97d9-4276-9819-6ad334ee9919,card,d0a0f348c5438a58,RuPay
57a73e8e-6742-4c7c-b722-0f382e0cdba4,card,308bcd5ce5718032,RuPay
79f9706c-5ab4-4928-abe9-0e1a9ce974fd,card,a4808ccf9c25f6b6,RuPay
682332e4-8484-4a3f-a0d8-1142633d2a47,upi,8e88191f05e8b873,RuPay
18531bf6-ca2c-43c3-9280-244c4d86e8cc,card,c7b2a504c83551e3,Mastercard
d02c0a14-6278-47ef-a54d-b43b53ccbf19,card,d10ba1e91cda988d,RuPay
c429e836-7fce-44f1-b2a1-de41c50029e5,card,9e973e95388e7a88,Mastercard
a7ede1d5-2775-4633-86f7-e1c349c6ac3c,upi,3fcbd0050bda017b,RuPay
79df3d19-924d-4bb7-adc8-70e6c86b4ca4,netbanking,670b392d6c589a0b,Amex
93b5ebf8-9329-405b-9f42-b59098d6f72e,card,fb067a8794beac2a,Visa
2abd23b6-55eb-4663-927f-423b833b76d7,card,b773f28a5fea6682,RuPay
d4eada99-4017-4e7c-8c8f-8df69b9844e4,upi,18407e6219ea5409,Visa
d86c3381-edea-44e3-ae30-cd4c71745372,card,77ce651ebd6b5a07,Mastercard
69f3dd5d-f6d0-424d-9da9-285f9d443c89,netbanking,5ab0e44404802abd,RuPay
54844ca3-a308-45dd-8abf-a2610729d413,wallet,66330294e63f07aa,Mastercard
694dfea9-96e7-4142-aefa-18e7cd749ab4,upi,8f7634d0ce71355b,Visa
3c3c9485-34cb-4e65-8c28-f43a17958e72,wallet,4f30fe4db754dea1,Mastercard
f06d02d5-8e66-4a18-8038-4f1022923a08,upi,9d9d0f8510447775,Visa
6997f6a9-6db3-45c4-ac6f-dfcc37b86a6e,upi,e47aec333097b6c1,RuPay
45f90856-f275-44df-ba18-91cc97f301ed,card,cef928faf5f36b1e,Visa
8e997210-4850-4ca5-bafe-3ed99f14d55b,card,afe1a18f9529cbe9,Mastercard
2295d26c-58ea-4cbe-a77c-730115cf9606,card,cbc29d4a44264500,Mastercard
acb59e1e-602b-45a9-a85f-2fc705ee5baf,upi,eb6391ee18241b51,Amex
ac4e0048-3199-40f7-9da8-4628a23a0847,upi,33a3b9a51d9df91b,Amex
896493ec-190a-4a7e-8da7-cd8845dbc72c,card,98718e53f335e97c,Visa
36c4024b-1790-496d-ab01-246615d84f6b,upi,ca9b901ce11c2d3e,Visa
74c73294-1d71-410c-b593-ccea1e01bae7,card,061509dbac515838,RuPay
d28ceb81-9a11-4a64-8192-dcf5ff9c448c,card,a8f23e48c1a1bf3d,Mastercard
3531c202-3250-4ddd-9b66-0bbe2aa051ae,card,b9a394981fcad9ad,RuPay
a3aaab55-0ade-4945-a954-046ba4e693de,upi,3633f068ac4aba63,Amex
14af71cd-4206-4276-85d5-6de9d4d39cb9,upi,96b9f05b88ed8daa,Visa
8bd27105-ab83-4a80-8966-d9065e700873,upi,f22377e5e0368def,Amex
247e762e-dce0-40eb-b8d1-f0d2063c30d6,card,8f50e62d17889152,Visa
dfa603ab-d9a7-4a77-b587-af10d368c42c,upi,8d872dd2897ab93e,Visa
829b246a-ae51-43e1-82f8-69a392612d89,wallet,7938448ddfa61d95,RuPay
945408c3-a384-49a4-a9eb-f299133baa85,card,fb990b840f15808b,Amex
145fc82c-a430-4ceb-b57e-ec9c81976857,upi,18ed342df92ee54e,RuPay
e1967e7e-faf3-42e5-aec6-2f4bf155c5db,card,69b1dfcdba97096f,Visa
4702f964-8649-4359-8908-f20aefecea23,card,6bf2789d8e8b46a3,Visa
ea0b1bed-b748-4e95-b144-32a189973561,upi,a414a7798b3e29a9,Amex
16b2ad4a-7ae2-4fb6-a212-877566389d4f,card,6d781e0f21f96c6c,RuPay
c422f051-1068-4a10-b1c9-9c6826b061d1,upi,8fafcd45b95c683a,Visa
62a4e22e-05a8-4883-b106-85b98bf3be45,wallet,efd4114023fc9b96,RuPay
0db0ae05-c771-4a76-a40b-03b011b1b05f,card,323637db6906fb49,Mastercard
bac1b527-3362-47f3-bf32-095d0bce5cf0,card,a9f1f33039134afb,Visa
d0008d75-dcea-494b-be44-2fce4126d423,netbanking,11857c3257ffdb17,Visa
7b4f4b29-6c2a-413c-aca0-72050fc9f16a,upi,99ea8d415ab2b2e7,Amex
2a74457a-cadc-4818-a0c8-351cfe575aae,netbanking,9c667b5a609d99c9,RuPay
e1c4bcb8-5876-4898-8de6-cf61c46bbbba,card,a7326530131d62ff,Visa
556d1866-2d36-44c1-9798-07585a7eab08,upi,c093a19d85d5743b,Visa
f9d98727-7821-4411-9cf2-9f26a843ea82,wallet,12de32db68d39afb,Mastercard
44969d5d-3f24-4766-9cc3-e81bce59cf59,card,ce3a2fe9e60997be,Mastercard
a6cdacfe-cc14-4520-bd64-9334dbea71cb,netbanking,4ac1077ec90d4d74,Mastercard
e183bd89-23f9-4652-a37f-48d26f367a12,upi,a1f9b5abd4ed87e8,RuPay
b1037a9a-15bd-46dd-81e0-9b808afbbe63,netbanking,50179e5aa6ec991a,Visa
786fb900-1098-44f9-91f8-64822b656627,card,783c51da18033859,Visa
891c3a33-685e-4ec2-b261-1e5a841ba594,upi,a222ee772ad4b0dd,RuPay
7e605987-ef55-4503-82b7-e8247dc79d8e,card,0e82d12c84a4a629,Amex
e02e40c0-63a6-4332-93df-fde3c6372973,wallet,8dbb2c10e21e2be6,Visa
683cca05-2d80-4716-bc98-94fcb1003d58,card,830a25794e6e25d4,Mastercard
d8b860ed-f36b-4853-a144-544de3cc1ab6,card,8a89e18e36861981,RuPay
1049bc68-9eaa-4087-a9da-17bf4c21392e,netbanking,19bb6d490df3a158,Visa
72b91263-b733-444c-94d3-48b1f09028ba,card,e8969c52934b2893,Amex
2fab35b7-5c3f-43e0-8550-a218e35e8fa4,upi,d6e512cf5e26ae02,Visa
a4e92245-7ae5-4497-9838-c8c1515a5135,card,172c7c760ac0c6ed,RuPay
fe0ce8f4-e706-4c90-b149-1327444d4146,upi,e4e53d945047e5b2,Mastercard
513f08ee-26cc-47ee-9dae-ac0d173223a0,card,ed9ca94387f8d633,RuPay
bfcb03ba-2c21-4f67-90d5-39a6b72aeb6c,upi,f902a37b921e0ac2,Visa
698e81cc-4671-4353-93a9-39c5836f2246,upi,5ec899ede393ac27,Visa
44debd07-fc4b-4fd8-b690-3203171937c5,card,87af65678fb0d96c,RuPay
21667d36-e722-46bd-83c5-78dc1569b1b6,card,0abb57bf79ef44ee,Amex
e96b2796-52d3-4c0f-b7dc-b84ecc055cf1,card,b3f9ab971f750740,RuPay
590503cd-4d0c-4dd0-858b-18cc05edca85,upi,80256940051ecf31,Amex
f3866441-5032-4ea3-a657-43a723fae6b9,card,1f6aa750b62dddb3,Mastercard
b71f9a3d-0824-4500-bb23-eb34cd942c80,card,98bfecf901d50c6f,Visa
853c58e9-0193-40e6-90e6-fb2bceec793c,card,26af6c0b62698273,Mastercard
635c51d1-b4eb-4f33-b977-417a2b051b90,upi,af245ddf63066146,Amex
e5bfbc56-c12c-4985-bae0-2e894c03b826,upi,f54bc8f7ade8d972,Amex
6fe65b48-45dc-4b8f-93a9-7f2dde3165d1,upi,ea55eeef13580fb8,RuPay
472c9a17-1d78-4ff0-b505-06751fddbb35,netbanking,60a8aebf9b4cc20b,Mastercard
dc01a5e0-1a35-4b82-88e5-ccc534634b3a,upi,db75339fa2172983,RuPay
c3564898-11e8-41ba-81d8-a46072e554c8,netbanking,26b2ff9526456f98,RuPay
a410a429-bcd3-4b0d-a010-acf94ec52856,upi,7bf3d80148ba6c8e,RuPay
1345d8e3-b762-4ba0-94ff-ab10e9a221e5,card,fd05dc0da60a456a,Amex
e58c6d3b-69b5-4ae0-9304-a2f99080315c,wallet,7fedcbf114e03a4c,RuPay
f8a4858f-3b67-4d8f-8443-b051c09ba1e0,netbanking,c43145c26061f31e,Visa
361e2fbf-0797-41ed-8388-ca87bb98130b,upi,7068e0510448bd32,Visa
288c5b02-f99f-4ff5-9171-81c2cc9f82da,card,6f8acc149915bd9a,RuPay
c5b57359-172f-4d8a-b4c4-34018422f93c,card,0353227f564f51b4,Amex
d0e4dec3-777f-43d8-a6c7-a69f6b22295c,upi,81934eaa23e94a0a,Amex
2020cfcd-8b0d-4787-b831-e430e249b540,upi,8acd5b4a87ce53c5,RuPay
94ebae3f-5ae9-4215-9a51-f8d27ec564d3,upi,5e6ac86c1f5354a5,RuPay
48601878-1df5-44e9-a1da-5f86094cdd85,card,7eff47090816d7c2,Amex
f4e687d9-fc1c-44da-bf96-051dbf46bbff,upi,f50f0a72fc855fee,Amex
c8180836-0818-42c2-ac1f-0c8344d77a8c,card,e08f48c95309f841,Visa
1efd9198-1f9e-4902-a93a-bf8f30d47290,card,6d190aa49d4c60a6,Mastercard
2e957ec3-0bd8-4255-a52c-15ba9a3261a0,card,fe61ab91060a8d1d,Mastercard
3206c067-78f4-49dd-a6ce-a6cc0b1409a1,netbanking,a1cbff832b93b6a2,RuPay
ee1555d3-a93b-429a-bfb7-e2d5e670e592,upi,d3c434f9841df9f9,Mastercard
74a7f67e-3863-41b9-982f-220dba9102b7,wallet,a4923eb35522959f,Mastercard
38306d91-593c-4df0-b555-b011cf7c8cce,upi,8d45b53d0a052be1,Visa
d42c9780-153a-4d90-b948-fdc67862525e,netbanking,438b611bc65723af,Visa
36e6090b-44e8-472d-bc1c-97f2ba288d77,upi,60b7af086a20e1ba,Mastercard
e1f60c4a-175d-4ce1-aa80-6bfb13072348,netbanking,a22eaa85d00cb20c,Amex
032c84d6-bf4a-48e7-b21f-59a64e64fb3b,wallet,99cd504628fdbad2,Mastercard
2f42f4e4-0af2-4452-bcff-c2a033f873f6,upi,55bb1e848b3018f5,Visa
e691ce67-21c9-4eeb-8f28-870617f3ee7d,card,ec294f979bac19a0,Mastercard
dcd1499d-d0b4-46e9-b64f-6606eaab96c7,upi,b0898e0a1af00696,Amex
ed1a1924-ac02-4030-a9d1-9829588ec98d,card,5fa5d06e5055c6bf,RuPay
6f4387b5-3b21-45b8-ad13-339a1a19fb2f,card,c4f7f653ff943e08,RuPay
27db0d43-d06d-4127-8aae-f0fc86e76bb3,upi,12691f55f3201502,Visa
afa8262a-dd91-42de-be58-9cb0f861a5ac,netbanking,26b901f8d659dbc6,Amex
56c740b4-511f-48a0-a505-dad332dce806,card,79bcf3171de80e4b,Visa
cc334b08-346c-44b1-a3cf-04ad4ed6b4a9,card,bb1ce397feb4d8b4,Amex
400677a6-d6d7-4d63-9623-008ab62d7979,netbanking,e71918460e0bb94d,Amex
838b8dbd-fcea-4897-b09f-545db2c567c8,card,5fa91b38c1b23699,RuPay
a7a1643d-da03-460b-b787-cbeace5bd57f,card,6a1cb95b5608edcb,Amex
6264c54e-37d9-4269-8410-751fe956aec9,upi,aed2fef98ac3835b,Amex
f29245d0-9763-4cba-a41a-2ddf072409d6,netbanking,a2e3ef6fa4ba3f05,RuPay
57fbce39-434e-4520-ad99-cde798c2fabb,upi,d9909bc48b38e95c,Amex
a42c9e4e-9005-4f2d-817a-48e998813972,upi,7a55b6ea378e449c,RuPay
07f7212e-b777-427b-b8c4-92f8d36de24b,card,410c0a4244555d90,RuPay
66628b23-3bbc-4197-ba80-8ba9ea1c19c8,card,608537f9c655d39c,Mastercard
c8febe4d-143d-4463-a20c-787afa6662bc,netbanking,882a54ff171ba244,RuPay
ea0dab66-ed6f-4090-ad2f-864ae7fd81e7,netbanking,8aaa1dcc5e59ffe9,Mastercard
6c1c5c19-c822-4c23-be22-8854df47dfad,card,c50e7c8dca330407,Visa
93047008-0482-4e82-a770-9c64a8ea4f26,card,941767d1a7df9931,Mastercard
64f990bf-f908-4535-92b3-edfc29860c6e,card,414f2a4d4130beda,Visa
e088885c-7933-4d88-974b-cb8784099a37,card,8029a93e8cf2c08c,Amex
3ccb7872-141f-46e3-8924-db9eb7aefeb4,card,1cfd77d135dd1bd9,Mastercard
20644035-99d4-451e-8f1c-1ea2f7452d19,card,a684a7e9cb5adb12,Amex
28447548-319d-44b5-980a-357f3b7c706b,netbanking,88553a8339e4771b,Mastercard
9b70cc0e-f730-4e64-9657-c66123abfb8b,card,01bad9eaf93f3dc2,Mastercard
4fca1283-bc49-4586-b43c-83f4618d745a,upi,d458c8996c40c1d2,Visa
9dd06145-6aee-437b-bc51-3ee21a75ca3e,upi,4d4150764912d052,Amex
